title,date,rating,userName,isEdited,review,app_name,app_id,developerResponse
It’s quiet nice.,2020-10-27 08:48:42,5,lilllohjj,False,"But what I didn’t like about this app is when you cash-in in different convenience store with a high amount of money, the deduction of it is really big and it’s really hurt. I hope it will be lessen.",gcash,520020791,
Change Number,2020-10-24 06:49:38,2,makulitNApasaway,False,Good day! Trying to check if we can change our registered number but still have the same email address. My number that's registered here is a postpaid one and planning to permanently disconnect it. Would there be any option to update my number but keeping my other details and Gscore? TIA and more power!,gcash,520020791,
They Stole your money!!!🤬🤬🤬😡😡😡,2020-10-02 05:14:37,1,GG toh,False,So disappointed with this apps!!!!! Not recommended. The system is weak and also the customer services is useless and the hotline!!!🤬🤬🤬🤬😡😡😡. Where’s my money? I cashed in P3000 yesterday but until now I didn’t received text or money in my gcash account. I tried to message through emails and help center in apps but no response at all!!!!!. No actions!!. What the ****!!!!!!!! Fix your system!!!! Zero Star for me!!!!!!!!! 😤😤😤😤🤬🤬🤯🤯🤯😡😡😡.,gcash,520020791,
Verification,2020-08-12 16:53:00,1,jaymeemay,False,They can’t validate my account using a school id because I’m on my legal age but I just turned 18 this year and the pandemic happens before my birthday so I can’t process my valid Id’s they kept insisting that I need to get barangay Id or barangay certificate I gave them barangay certificate but they didn’t accept it since they say that I don’t have my photos in it. They already asked me so much requirements but they still can’t verify my account 👁👄👁,gcash,520020791,
👎🏼,2020-07-17 03:44:08,1,santianna18,False,"App itself is okay, but the verification process is such a hassle — no matter how many times I take a picture of my ID, it keeps saying it’s blurred.

Couldn’t go out and verify in Globe stores because of the pandemic, so decided to email the Customer Service to get verified instead. I’ve been waiting 2 weeks to get verified and still no progress. Their Customer Service is inefficient, unreliable, and slow at replying!",gcash,520020791,
It seems that you have logged out using another device,2019-08-30 05:55:13,3,kitkit95205,False,I cant make any transaction and it keep saying “It seems that you have logged out using another device” BUT im not really logged in to other device since this is the only device that i use for ny gcash. Please fix. Thank You!,gcash,520020791,
Increase of charge fee,2020-04-30 01:17:40,1,Cjanecar,False,"I have been using this GCASH APP for less than a month now and it shocked me when I saw that they're increasing charges for GCASH USERS. I was impress with the app before but now, it's very disappointing that they give a big amount of charge fee for bank transfers which can't EVEN help us. Specially at this time. Some people are using this app for payment purposes and online transactions, during this PANDEMIC. How can Globe be so inconsiderate? 😡😡",gcash,520020791,
Thanks for making cashless payments easier!,2020-04-18 02:41:33,5,Mrdanvil,False,"After giving Gcash a second chance, I have grown to love the app more. I kust wish the user experience would feel more sophisticated and seamless.",gcash,520020791,
Not user friendly,2020-04-12 20:39:01,1,123pandababyblack,False,It’s so hard to use. You can’t find your account number so how can I transfer funds from my bank to my gcash acct. it’s so hard to look for option where I can request the gcash card. My other credit card is also not on the Credit Card Bill payment list. The app also hangs when you need to scroll down and tap the other option. So stressful to use.,gcash,520020791,
Oops! There seems to be a problem. Please try again later.,2020-03-12 05:46:36,1,mytymeaty,False,"The only reliable feature you have is the bills payment. I have only used it to pay my globe postpaid plan though so can’t say if there are any problems when paying other kinds of bills.

The GCredit feature also encounters problems from time to time where you can’t open the manage credits.

As for the invest feature,  how can we trust to use your invest feature if even before we get to use it, there’s always a warning that “there seems to be a problem with the said feature”? If you can address this issue, then this would become a great app.

Does this only happen to ios users?",gcash,520020791,
Bad customer service,2019-11-13 08:27:04,5,djedric,False,They keep asking the same question when you report a problem.,gcash,520020791,
Must have,2019-10-29 07:04:44,5,Beeeeevs,False,"Gcash is very convenient to use. It saves me money, time, and energy. Instead of going to payment centres to settle my bills, I just make few clicks. Also I am able to track my expenses 👍",gcash,520020791,
Thankyou so much GCASH!,2019-09-06 15:38:28,5,ERICA JORNADAL,False,"Since college ako Kasama ko Na ang gcash sa pag buy load , send money and etc.  and 4 years nakong graduate more than 6 years Na kami ni gcash mag Kasama and now Kami parin talaga! Buti nalang nandyan si gcash araw araw ko syang Kasama buong buong yung araw ko pag Na open ko Na sya 😅 salamat sa promos gcash kahit team pipti ako😅 and syempre Okay Lang yon at least may pipti ka dba? Thankyou Gcash tayo talaga ang forever eh! #Gcashmonayan!",gcash,520020791,
Got annying and slow when I updated :(,2019-05-21 16:29:11,3,virtual chay,False,"It was so smooth and fast when I first used it. After updating, it was frequently crashing and I am now unable to link it to my Paypal account which is one of the reasons I love using it initially :( I hope they look into this. This used to be a very good app.",gcash,520020791,
Referring Issues,2020-06-12 06:20:26,3,Froiland Lefitite,False,"In my 5 succesful referrals, nothing happens. You said that we can gain 50 Php for each succesful referrals, where is it? Please. Fix this issues, We are just begging for regular loads, instead of buying loads, we spend our money in our foods and Basic necessities, please I hope you consider this review.",gcash,520020791,
Very useful and convenient,2019-02-27 08:51:34,5,Dkdjdjskxbsjsksnxxkkdk,False,5 Stars so far since haven’t encountered any hassle. I use this for almost everything especially GCredit very useful in times of you don't have cash or in tight times.,gcash,520020791,
Worst Customer Service!,2019-01-21 11:43:09,1,NeilPenacerrada,False,"I have an issue with the Customer Service of GCash! My account was basic and i my account got locked. So I raised a request to their customer care on January 16, 2019. The customer care told me the following day to have it verified. However, I cannot  verify through GCASH app because it is locked.

So i went back to customer care and i told them to verify my account.

Until now January 21, 2019 the issue still persist locked and unverified.

Compare it to Paymaya, GCASH customer service is below par! Slow response time! No sense of urgency!

Dont use this app as when you have access issue, it will take a long time to resolve. Hight risk to your money as you might not be able to get it back from the gcash wallet",gcash,520020791,
Inaccessible GSave Account,2021-03-07 11:18:58,1,Karlo DL,False,"After successful verification of my new mobile number. My balance was not automatically credited to my new account, luckily one of my phone contains a gcash app that has the data of my previous number, and I manually sent the funds to my new account. Also my GSave account is inaccessible. Customer Service cannot help, they pointing the issue to CIMB but per CIMB, They are just waiting for the enhancement to be discussed with GCash.",gcash,520020791,
Paying bills using iOS later version not working,2021-02-16 05:32:01,1,Ysaints,False,"The backend support is slow in resolving application issues. It’s been almost 3 months since I reported the issue regarding Paying bills using the iOS later version and until now it is still not fixed. 
It is very inconvenient to use the other compatible device just to use the Pay Bills service.",gcash,520020791,
Not efficient and convenient,2020-09-29 01:45:34,1,Therdii,False,"The application itself crashes a lot. After I submit my ticket, it doesn’t verify if it was sent successfully. I also tried attaching the files needed to verify my account, but it does not upload. And speaking of verifying, their efficiency is so poor. I have been waiting for almost a week now, yet there is still no progress. This app is giving me a hard time.",gcash,520020791,
Bye GCASH,2020-09-26 04:22:37,1,Q_Inababy,False,"I’m a GCASH user ever since my college days, webised to be excited for every cashbacks and promos. But these days, i find it annoying. Sometimes there’s always under maintenance and it keeps lagging. Then the service charge, truely every convenience must have a price to pay but still, it makes me uninstall the app and use other options. During this pandemic, every cents counts. :( I miss the old gcash. Thank u for wonderful 4 years with u. Byeeee",gcash,520020791,
"WORST APP, WORST CUSTOMER SERVICE",2020-08-08 06:24:39,1,mikalwt,False,"WORST APP EVER. There’s technical issues every week. Disputes takes 5-6months before it’s resolved. Limiting transactions even if you haven’t reached the transaction limit yet. Customer service is basically non existent. Customer representatives are rude and when you ask for a supervisor, they’re gonna put you on hold for more than an hour so there’s no choice but for you to hang up. DO NOT DOWNLOAD THIS APP IF YOU DON’T WANT TO GET STRESSED EVERY WEEK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",gcash,520020791,
WORST COMPANY AND WORST CUSTOMER SERVICE EVER,2020-06-15 08:26:25,1,kinochea,False,I file a dispute at the same time regarding the two transaction i had that didn't push through but still this merchant took the amount of transaction. The other amount was refunded to me but the second one was not. I’ve been contacting chat support regarding this matter but same reason they’ll provide me. It is been almost a month of the filed dispute but haven’t gotten my money back. I NEVER RECOMMEND YOU TO USE GCASH AND GLOBE  COMPANY! THEY ARE TERRIBLE,gcash,520020791,
No Accessibility Options,2020-05-14 02:09:12,3,jdan9,False,"This app should have been more useful if there was some consideration for visually impaired persons like me. One thing I noticed in all throughout its design is the heavy usage of tiny forts. The texts are not so legible and also hard to read.

I hope there will be some significant considerations for visually impaired persons and the PWDs in general.",gcash,520020791,
Awful Customer Service,2019-11-22 00:57:47,1,lai-za,False,"I have no idea why Globe continues to market GCASH when they cant even fix the most simplest solutions like change of name, relinking paypal, etc. Even their customer service can’t give solutions I want to see that work. It’s always the same solutions like provide phone model, uninstall/reinstall, but still, these dont work. Globe, pls invest time and money on your Gcash functionality rather than your marketing.",gcash,520020791,
Convenient.,2018-11-26 06:33:52,3,Buttrflai,False,"It’s a convenient way for me to pay my bills, especially that I’m an hour away from the city. Plus, I like that it offers rebates for some of the bills that I pay.

My only concern is that the Globe store in Surigao City doesn’t accept cash-ins; so I’m forced to transfer fund from my bank to GCash, which charges P1/transaction.",gcash,520020791,
Makes my life easier,2019-08-10 09:30:05,5,Ranz19111,False,"I now pay my bills, transfer money all thru Gcash. Even transfer from one bank to another. Highly recommend to my friends.",gcash,520020791,
Ads everywhere 🤦🏻‍♂️,2021-05-13 23:42:28,3,"bug report, please hire QA!",False,"Seriously it is becoming a multi-industry platform more than financial services and advertisements are now everywhere over the app, whats more annoying its a pop up!
“Maybe from the beginning Its never meant to be owned by Globe, just a stragey to be mainstream?” 🤔 and both benefited.. huh?",gcash,520020791,
Reliable (when it works),2018-03-28 01:04:21,2,Fraystar,False,"If you're gonna get this for the money transfers, don't, it's severely unreliable and the error messages are ridiculously dumbed down ""oops something went wrong, try again later"". Very counter intuitive and barely helps when it doesn't work. And the help kiosks and support center are barely helpful and largely unprepared to help in any way.",gcash,520020791,
Dissatisfied and wary client,2021-06-02 03:01:15,1,nanay baby,False,"I had updated my gcash account as prompted. I notice in the new version that there in no logging off option. This puts my account at risk.

Also, i am deducted Php129 monthly for the past 3 months for Google. I do not remember giving authority for such payments and i want to know the details of whatever was the transaction. But there is no provision in your app for communicating. Hence, i am using this platform.",gcash,520020791,
Antiquated authentication,2021-03-21 16:36:25,3,redscape,False,Its huge heap of features is disadvantaged by its aging authentication method (PIN) when all of its competitors are using biometrics. That PIN entry screen is even worsened by a long wait time before you can input anything. Ads within the app is ANNOYING. GForest never gets tired of asking access to your contacts.,gcash,520020791,
Misleading error message,2020-07-23 08:53:13,3,Nez0ruk,False,"Tried to pay bills online. ""ERROR"". Load balance deducted. Checked transaction history, but payment didn't immediately reflected. Freaked out for a sec but good thing I put my email on the purchase. Few days later, bill transaction reflected. It works but, I DIDNT LIKE THAT ERROR MESSAGE. Pls fix thx kbye.",gcash,520020791,
"STARTED AS A GOOD APP, NOW IT’S JUST CRAP!",2020-11-30 03:02:34,1,Karma S.,False,"Been calling their help desk.
Been exchanging emails with them for weeks now.
But nothing’s got resolved. Gcash app is still not working properly. 

Here’s my issue using the Gcash app (and this has been going on for like a month now)

THIS APP:
- CAN’T PAY BILLS!
- CAN’T SEND MONEY TO A BANK!
- CAN’T CASH IN!

Like? Seriously? What’s gcash for if you cant even do these features??? Seriously???

Tried uninstalling, reinstalling the app for A MILLION TIMES but nothing.

Restart my phone, nothing. Restart the app, nothing. Update the app, nothing.

NOTHING!!!!!!!

And I’m telling you, gcash team, the problem is the app itself, not my internet connection or whatsoever.

Seriously, do you even have a plan to get this resolved?",gcash,520020791,
Tinanggal nyo bank card cash in option e,2020-07-23 21:07:20,1,Stupidogago,False,"Yan lang ang gamit nyo sakin ang pag transfer ng pera mula sa payroll acc number ko using bank card tranfer dahil sa quarantine. pero simula july 6 hanggang ngayon anong petsa na andami nyong ginagawang update pero di pa din kayo makapag decide kung pag babayarin nyo kami ng ilang sentimos o piso para sa transaction fee sige na kahit may bayad malipat lang pera namin mula atm hanggang gcash namin wag na kayo mag pa demure na no txn fee kasi alam naman namin na bawat kibot pera mukang pera naman kayo aminin nyo na. Ang totoo pwede ako mag cash in sa paymaya gamit ang bank transfer, may transaction fee at alam ko yun. Yan gayahin nyo na bago kayo layasan ng mga customer nyo",gcash,520020791,
Not optimize for smaller screen iphones,2018-11-08 23:19:39,3,RK Domingo,False,"I got issue for my iphone SE, characters were quite big for 4inches iphones, text almost consumed the whole screen, most of text were cut, issue as well when manually typing mobile number when buying for load.",gcash,520020791,
Unable to successfully cash in through PayPal,2020-06-04 05:42:27,1,Preciousafi,False,I feel sad because I love GCash but with all these updates it keeps failing me to cash in through PayPal. I’ve used Gcash countless of times but whenever they have an update something goes wrong. I hope the dev team can fix this. Other than that it’s my favorite app. I hope this won’t be the reason I will use other platform for all of my financial transactions.,gcash,520020791,
“Help Center”,2020-05-20 05:47:44,2,Payenna iel,False,"The agent from Help Center left the chat without helping out my concerns. With the enhanced community quarantine, we all use apps like this to keep track of our monthly payments, and we cannot afford to lose track of the payments especially with trusted over the counter “bayad center”. I do hope this will be looked over and solved immediately.",gcash,520020791,
Gcash,2020-05-01 04:00:00,4,Supremoxx,False,It’s a very convenient Application mostly on my financial side mostly on loading and money transfers. It just have errors like the money will not be sent and they are not providing notice that they have some issues or maintenance on the app.,gcash,520020791,
NON SENSE!,2020-02-20 10:10:42,1,asjkls,False,I don’t even set my MPIN and ehen I first downloaded GCash their asking me for a MPIN? Ridiculous! YOUR APP IS NON SENSE I ANSWERED THE VERIFICATION QUESTIONS BUT STILL IT DID NOT GO THROUGH! WHAT THE HELL! My birthday is right and I dont have gcash credit limit! And I also remember that I just started gcash on facebook and messenger! But you don’t ask me for a MPIN THAT TIME! It is really HARD FOR ME RIGHT NOW COZ IT SEEMS LIKE THEY MADE THEY PROVIDE VERIFICATION QUESTIONS AND THEY ARE THE ONLY ONE WHO KNOWS THE ANSWER WITHOUT ASKING MY PERMISSION! ITS MY PHONE NUMBER PLS! LET ME USE IT TO HAVE A GCASH! BUT HOW WHEN YOUR ASKING FOR A MPIN THAT I DIDNT EVEN SET UP. NON SENSE COMPANY,gcash,520020791,
App becoming buggy lately,2019-12-16 00:37:40,2,superpaytowin,False,It was a smooth experience before. Been using it for 6 months now but sometimes cashing in from paypal doesn't push through. It was understandable because not all is perfect. But its been a month now that I cant cash-in from paypal but my friends can. I dont know how this is happening but its getting annoying.,gcash,520020791,
Very convenient,2019-09-19 12:32:30,5,Yeoj317,False,"This gcash application is very convenient in many ways! I used this gcash app to pay my bills, food purchased, money transfer etc... I don’t have any regret on this app... thanks to gcash application..",gcash,520020791,
Convenient,2019-09-07 00:10:03,5,iamjoyb,False,"Its really convenient for me when it comes to paying bills, no need to go to bayad centers and also when buying loads i do get a rebate, and love also the treats that i get. Keep it up!!!",gcash,520020791,
Customer Service and the apps,2019-01-20 14:34:04,1,sergio_enc,False,"Things to make clear, first: apps made to make your client convient to all transaction MPIN is very hassle, you can use fingerprint in the device anyway. 
Two: customer is very poor like it takes few days to reply. 
Three: syncing paypal account to this apps is not for the person have a extension name like you have junior in your last name etc. 

So I uninstall this apps for being not accurate.",gcash,520020791,
Too small fonts,2021-04-29 14:17:34,3,Impossible1330,False,"This app in not friendly for users who are visually impaired. Font size is too small to clearly read.
You can customize the dashboard to choose which categories you want to use frequently but it returns to the default setting. Irritating.",gcash,520020791,
G Cash Allow Nickname,2021-05-29 04:13:21,5,blanky101,False,I hope next update of Gcash we have option that will allow us Gcash users to use nickname. or number only will appear in the transaction,gcash,520020791,
It’s A Good App,2020-12-14 13:14:30,3,_Kikai,False,"I have no problems overall but please fix your Invest Money feature in the app. It doesn’t work, it does not load the User Agreement part, it always displays “Session Timeout” error after trying to load for several minutes. Already reinstalled the app.",gcash,520020791,
Slightly frustrated,2019-12-08 06:33:08,3,Dante0325,False,I have downloaded this app for a hassle free transaction which is great but what frustrates me is I am a BDO card holder and I cannot use this to cash in because of some security purposes. I've tried calling BDO but no luck. I'm hoping there would be a collaboration between globe and BDO to always allow transaction.,gcash,520020791,
TIN ID not a Valid ID?,2020-08-14 03:24:48,4,Dreyar0897,False,"Hi Gcash! I used to have a verified account but my number got disabled so I created a new one. I wanted to have a verified account again using my TIN ID but it's not in the option anymore. I approved and verified my first account using that one but now, it's gone. Can you please help...?",gcash,520020791,
100k Wallet Limit A Pain,2019-12-27 02:25:32,1,pepzs,False,"You’ve been warned: DO NOT use this app if you’re going to pay for your bills and merchants totaling equal or more than 100k. Whatever is in the wallet will be frozen for a month. You can’t withdraw them nor use them to pay for bills, products and services. It is not advisable to use this app for insurance and credit card payments requiring big amounts. Better to transact directly with banks.",gcash,520020791,
Slow customer support,2019-12-15 23:37:21,1,Igopness,False,"Hi, this App is very annoying, their customer support is so slow, if you have immediate concerns; the usually reply the following day! 

Here’s my experience:

* I cash-in via my linked BPI account, I received an email and text confirmation confirming my transaction.

*When I checked my GCash App; the amount that I Cash-in was not there. The amount is intended for the due date of my car on that very same day.

*I called their hotline *2882 but surprisingly to no avail.

*I emailed them but they replied on the following day.

*My Bank told me that I was penalized because of not paying on-time.  because of this GCash App and slow customer service; My due date already lapsed and I incurred hefty penalty!",gcash,520020791,
Innovative,2019-12-14 01:16:10,5,jenhdc,False,Gcash has changed the way payments are made. I am able to send money to my dad easily through Gcash just by having a mobile number.,gcash,520020791,
Can’t cash out,2019-04-12 15:25:15,4,Shennylhynn,False,I tried to click the cash out button many times but it keeps on saying that I need to upgrade my GCash and I already did but I still can’t proceed. Please do something as soon as possible. Thank you :),gcash,520020791,
Lost my 2k because of this service!,2019-11-13 04:47:09,1,Jfht fv,False,"I tried to transfer Php 2000 to my BDO account via this app through InstaPay and after a few minutes, I got a message saying that it failed and I should get my money back

And now your incompetent agents is asking me to prove that I tried to transfer money. You don’t even send a confirmation at all and all I have is the text! Stupid service from another stupid Ayala company!",gcash,520020791,
Recommended,2019-10-03 00:44:50,5,ahahahskfjndbakw,False,"This app is the most recommended app, for me. The reason is that it is convenient and easy to use. It is helpful and you can save money out of it. I enjoyed the benefits of it. Rebates and convenience fee-free. Kudos to the developers. 👌",gcash,520020791,
Gcash is my Hero,2019-09-11 09:19:08,5,Calingasan Clarisse,False,Akala ko si Gcash pambayad lang sa bills pero nung nagimprove ang Bank Transfer nila  I can deposit any bank  and anytime using my Gcash. Nakaless ako ng pagod sa pila and also ontime pumapasok ang pera nadinedeposit. Minsan na lang ako pumunta sa ATM machine kaya ung ATM card ko mukhang bago 😍 Thank you Gcash for improving your services. I always recommend this to my friends to use Gcash 😊.,gcash,520020791,
the app crash and force you to log out,2019-08-13 05:16:25,1,Gcrash app,False,"At first it was ok, they will give you 20php for registration.,, after that i bind my bank account and tried to cash in 100php, after that whenever i log in the app always crash ,. Lucky for me i didnt put a large amount of money., now i cant use my account, i have tried changing my mpin 5x already but same thing , the app crash and force you to log out",gcash,520020791,
Too much bug and lag,2019-06-07 05:22:37,1,Mr.Cardz,False,"First time user, not impressed. This app will just waste your time waiting everytime you access a feature. It takes 10 to 20 seconds just to load a single feature. Internet connection is stable.
I’m unable to veriify my email address, unable to register debit cards.
Everything is up to date, I’ve done all necessary troubleshoting. Still wont work.",gcash,520020791,
Disappointed! I,2019-04-24 03:30:01,1,Fc0018,False,"Not working when you need it the most! Especially when you cashing in via debit card and paying bills using Gcredit! Please fix this issue for you to know that this app is convenient for everyone but in my experience this is such a disappointing and not really amazing!
Take note! I’m a GCash user since then but when it become more popular the service is not satisfying!!",gcash,520020791,
Great app but can still be better,2019-04-08 11:41:50,4,gpjocson,False,"Very powerful and convenient app. I wish there was more detail available for transactions such as what biller I paid instead of just reference number, amount and date/time.",gcash,520020791,
Great app,2019-02-11 13:22:20,4,kbj.cornerph,False,"It’s been great so far, except for the investment part. I am using iPhone SE (same size as 5s) and I can’t proceed with my investment as I can’t tick the checkbox that says “I agree blah blah...” as the said checkbox is out of my screen. Page is not adjusting depending on my screen size. Appreciate if this can be solved. Thanks!",gcash,520020791,"{'id': 7270956, 'body': 'Hi KBJ, thanks for your feedback. We will raise this to our development team.', 'modified': '2019-02-13T05:13:38Z'}"
Slow response from Customer Service,2018-10-09 23:31:45,2,mhi13,False,"Been using the app for awhile. The usual trouble that I experienced was a slow response from customer service through facebook. They don’t have any customer service hotline to contact besides FB. Please improve that, people are transacting money. You know how sensitive this transactions are cause it involves money.",gcash,520020791,
I love using this app,2018-10-10 07:58:15,5,HLG1985,False,"This has made life a lot easier. I don’t have to leave home just to pay CC and other bills! Also, linking it to my PayPal makes it a lot faster to withdraw funds.",gcash,520020791,
Great App,2020-12-14 02:30:19,5,hAkdoGsheyL,False,"A very great app, it make things very easy from loading to paying bills. I’m verified for almost 2 yrs using my student Id, and i guess it’s not in the option for verification anymore.",gcash,520020791,
Terrible Customer Support,2018-07-09 01:07:41,1,globe g cash,False,"Transfered funds to my gcash but i could not pay my bills since it kept saying that i’ve gone beyond the limit. I have been trying to call their customer service but did not get to talk to anyone. I got the gcash atm but same thing could not withdraw money from the atm.

Globe please fix this! You keep on promoting GCash as a payment solution but its just making things more difficult for me.",gcash,520020791,
DON’T USE THIS APP!!,2021-04-16 23:41:02,1,jdgarcia3,False,"Had an unauthorized transaction twice. Made a report and they told me that the transaction was authorized. I DID NOT MAKE THOSE TRANSACTIONS. I did not even receive an otp. I just lost the money. I ask them to just track who used it at least. Yet, no action was made. They did not reply after that. It hasn’t been 15 days yet they did not respond to my last email. Don’t trust your money on them. Not worth it",gcash,520020791,
Update,2020-11-24 14:29:17,3,Unicorn from the west,False,My device is Ios 9.3.6 and now the update is nit compatible with my device version. I cannot use the application properly now it asks for the incompatible update EVERYTIME. Kindly fix this? Or rather the update can be optional so that any user can still operate the application. Thank you!,gcash,520020791,
Buy Load Feature,2019-10-31 13:10:12,3,loucharmaine,False,Hi! I am wondering why I am now unable to see the number of the person I loaded in the confirmation msg when using the app. I hope you'll add it back because it helps when I am loading someone so they will see if I really loaded the right number.,gcash,520020791,
Always asking for update,2020-10-04 02:26:18,2,Zenitsu01,False,"Every now and then, it is always asking for update even though I just updated it a month or weeks ago. Somehow I found it very time consuming especially when I need to rush a money transfer. It helps me a lot in terms pf cashless transactions, its just that I need to update before I can login.",gcash,520020791,
No prc id on list and slow verification,2020-08-21 07:16:27,1,jhonny_da_nut,False,I needed to have my account fully verified today but unfortunately i was stalled because prc id is not on the list. I already sent a ticket a few times and waited but stil no. I hope to get my account verifies sooner. I believed this app is awesome but still need a lot of adjustments. I hope more choices will be offered on ids and please do address as much as you can your client's concern.,gcash,520020791,
WORST CUSTOMER SERVICE EVER,2020-07-08 07:46:36,1,cjmerod,False,"This is by far the worst, most stupid customer service I have ever encountered in my entire life. The agents do not read complains at all. They have horrible reading comprehensions, they repeat things over and over again even after I told them from the beginning that wasn’t my problem and at the end of the best three days I have been trying to contact them, they have resolved NOTHING.",gcash,520020791,
Reliable (so far),2020-06-12 19:26:12,5,Iamiahpink,False,Useful for paying bills and topping up. It’s easy and fast to use. I just hope they would add more security in accessing the app account and not just 4 digits pin.,gcash,520020791,
Rip off,2020-04-25 04:42:48,1,unhappyberthacula!,False,"Almost all of my online transactions using gcash is nothing but a problem! I don’t trust this method of payment on paying my bills because if you encounter issues the refund takes so long to be processed and to get your money back. This is only good for buying load. Other than that don’t bother, save yourself from the hassle. Plus their customer service is useless",gcash,520020791,
Unverified fully verified account,2020-04-10 10:15:09,1,Silver Lloyd,False,"From the time a signed up, I’ve gone through verification process more than 3 times. Now the account appears fully verified yet some functionalities I cannot use because I am not verified. Too much inconvenience, slow turn around time for resolution. Many instances my money went floating and took them almost a month to return it. Don’t put most of your money on Gcash.",gcash,520020791,
App was great!!,2020-03-11 04:42:05,5,DianeEdwin1223,False,This app help me a lot through online banking i can transfer anytime my funds to my listed banks.. I was a great help in sending money to my love ones in super easy way.. Ilove this app.. ♥️♥️ 5 stars for you!,gcash,520020791,
GSAVE,2020-03-07 00:31:27,4,Actsie,False,"Can you please find a way to link GSave to already “existing” CIMB Bank account holders? There’s no way to link GSave to the Bank account because an error will pop up due to existing CIMB credentials when we try to open a GSave acct via GCash. Hoping for your consideration! Thanks. Orher than that, I love GCash.",gcash,520020791,
Small mistake on update,2018-11-30 03:46:02,3,jmsmvrck,False,"The recent update removed the 10 digits account number option on China Bank Savings, Inc. making it impossible to use the Bank Transfer feature. I was able to successfully do this last month. Kindly look into it. Thanks!",gcash,520020791,
Uber Convenient!,2019-10-30 13:59:09,5,itsappleseason,False,"Saves time and effort with this app’s new feature called GSave, there’s no need to deal with long bank queues. You can now do multiple bank transactions just by using the GCash app!",gcash,520020791,
Reliable Application,2019-10-13 16:15:38,5,Veyadan,False,"Gcash will always be there for you when you need them the most. 
Kudos Gcash! And Thank you for the service! 
Easy Transaction to any banks with no FEE! 
Perfect to buy Load and Game Credits.",gcash,520020791,
No proper support from company,2019-06-10 05:21:53,2,Customer Service Advocate,False,"All of the bad reviews that I can see are all correct. Once you call there support there are no proper details that they can provide it’s just like simply saying we dont know how we can help you. Very frustrating, they should have the exact training so that they can provide the exact assistance to the customers.",gcash,520020791,
One stop shop,2019-04-06 20:55:33,5,Seth Liam,False,"Very convenient! I like that I could send money to any banks for free without hassle of waiting. Payment is real time also. A lot of cash in options, too. Well done Gcash!",gcash,520020791,
Update should be optional.,2021-06-01 13:36:54,3,Leo1395,False,We should be able to use the app even though update is available. In times of emergency when we need to buy load for call or for money transfer i can’t access the app because i need to update.,gcash,520020791,
GCASH FOR IPAD,2021-02-22 11:13:54,4,_wieee,False,gcash is such a nice and convenient app. I use it all the time and my only suggestion is: Can you release an app for IPAD? I sometimes struggle since i cannot transfer funds without my phone as it is often dead (battery issues).,gcash,520020791,
Convenient and useful,2021-03-16 17:56:18,5,julia amper,False,"I use this app most of the time since we’re starting payless payments. I love the mastercard too, I don’t need to use my savings atm card to withdraw my salary. Thank you Globe! 🙂",gcash,520020791,
I can’t log in,2020-09-26 20:21:50,4,Angelica Favorito,False,"What happened to this app? Everything is going so well until yeaterday, I wasnt able to log in to my account. I updated it already and yet nothing happened. You can fix it please.",gcash,520020791,
Make a Better Gcash,2021-02-14 11:05:46,5,BossDelom,False,Please add the NFC feature to be able to use our phone in paying without opening our phones,gcash,520020791,
I like the app but it’s so bad right now,2019-12-04 04:24:35,3,gachems,False,I’m the number 1 promoter of gcash to my colleagues it’s convenient and makes paying bills and banking easier until I can pay my bills and register new billers saying account number is invalid or mobile when it is really an active account,gcash,520020791,
Very Disappointing,2020-09-25 21:19:33,1,finding a nickname too hard,False,"Well it was explain on the Title. It is very disappointing how convenient this app was but then they add the fee charges, me and my friends started uninstalling this app. And downloaded something else. The world is in pandemic, you can earn through ads, but then you also wanted to charge us? We earn and pay thru this app and now, boom. We will never use it again because of “pera pera nalang ngayon.”.",gcash,520020791,
Enable Touch Id/ Face ID to sign in,2020-07-15 01:18:02,4,JCAve.,False,"Please your app is already stable and good. However, please enable the Sign in with Touch Id because its annoying everytime that I need to input it. It would be much easier if you will give us an option to Sign wirh Touch/Face ID.",gcash,520020791,
Lies and inconvenience,2020-06-21 05:50:55,1,LeahBaka,False,"What do you mean it would take me 5 mins to get verified when its already been 5 days since I registered my account! And the cash out system is so difficult, only one outlet in my city was available to do so so please don’t tell all province can cash out via eBiz or Palawan because you’re all wasting time! Once I get verified, I’ll install this cr*ppy app because its freaking useless and inconvenient.",gcash,520020791,
App refuses to let me cash in,2020-01-02 05:52:51,1,Purchased Premium,False,"I tried so many times to cash in but it every time I tap on the Mastercard/Visa option, “Oops! no cards found for client” keeps showing. So stupid! 

I sent them an email and they asked for my debit card details. No, thank you! Why should I risk that when you cannot solve it on your end? 

Now, they won’t deactivate my account, which means I will be charged for it later on. That’s criminal!",gcash,520020791,
Update,2020-12-14 20:29:07,3,jerry25111993,False,It would be nice to have an “update later” option. There are times when you badly need to open your account and there is a required update. That would be fine if we have wifi everywhere bad sadly we don’t.,gcash,520020791,
Great app so far.,2019-08-27 06:33:32,4,Kelsky13,False,"Great app so far, the only thing I hate is that I can’t invest money because I can’t confirm the amount because I can’t check the check box prior to confirmation, maybe because of the screen size of my phone.",gcash,520020791,
