userName,rating,title,review,date,isEdited,app_name,app_id,developerResponse
AJGANDA,4,Convenient,"I so loved it especially when loading, paying bills and sending money in different bank without any charges. Almost perfect, except for what I’d experienced, hassle access on their customer service regarding my bank transfer. I communicate only thru emails. I hope in perfect time you can have a hotline for this matter especially this is mostly a matter of money transaction. But the rest is good its nearly perfect.",2019-08-19 05:15:14,False,gcash,520020791,
Airasiasurvivor,5,App All in One,"It is nothing but the most useful app for me. I buy with it my phone load, pay bills and even transfer money from bank to bank without any fee! Not to forget all the promos it comes with it. One thing tho, I really hope it will work soon without the internet, because, there are some establishments with so low signal inside that i cannot pay using GCash.",2019-02-01 02:10:20,False,gcash,520020791,
yawayawayawayawerds,1,ERROR & ACCOUNT RETRIEVAL,It always takes too long to buy load because GCash can’t process it for some reason. It’s always an error. It happened to me more than 5 times already and that’s pretty annoying. Another thing that bothers me is the difficulty in retrieving an account after forgetting the password. I already lost two accounts because I forgot my password and I couldn’t get them back no matter what I do because it was asking for my last transaction. How would I know that if I forgot even my own password??? I tried checking my email for records but there was no useful information. Ugh,2020-08-29 05:51:16,False,gcash,520020791,
justine belen,1,Wheres my money!,"We are in a pandemic we all need money. Im just staring my business and my suppliers didn't shipout my order so they refund my money worth 500pesos that im going to use to pay my backup supplier. June 11, 2020 at 3am i check my gcash trying to transfer my money to my bank account but it says “bank transfer is out of service” then i woke up at 10am at june 11,2020 (same day) i check my gcash to transfer my money then my 500 pesos is missing no transaction history in my bank and my  gcash account and “help center” is not helping theres no topic for missing money that can help me and your hotline says “this number is not exist anymore”",2020-06-11 03:37:42,False,gcash,520020791,
melisse__,2,Problems in Getting Fully Verified,"I don’t know what is the problem of GCash nowadays because every time I clicked the “get fully verified” the app keeps on restarting. I tried restarting my phone, uninstalling the app, updating the apps, and so on and forty but still it keeps on restarting. I really need to verify my account because it is the only way I can think to pay our house bills such as electric and water bills, I am afraid of putting a large amount of money if ever that’s why I really want to get fully verified account. Please help and will surely give you 5 stars.",2020-04-29 01:16:56,False,gcash,520020791,
GrammarNaziii,1,GScore NEVER UPDATES!,"I’m a spender and I use GCash 99% almost everyday. My scores NEVER increases and infact keeps decreasing for some weird unexplainable reason. I contacted GCash customer support but they only respond with their scripted spiels ALL THE FREAKIN TIME, may it be email or chat!!!! Transactions doesn’t appear real time, GScore keeps getting low despite my frequent usage. GCash is a MESS. Customer support people are all dumb. Not able to resolve any issue. I don’t understand why I’m still using this. Maybe I’m only giving it a chance but soon if they won’t update my GScore, I’d rather switch to PayMaya which I heard is so much better than this garbage app. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",2019-11-19 13:23:56,False,gcash,520020791,
Zee Are,5,Applause,"Interface is user friendly. Color is cool. I like how the partner merchants were categorized. I feel safe linking my cards because of its security feature when cashing-in. GSave feature is two thumbs up. Easy access to scan QR. You're always notified with the Bills Pay reminder, so you won't miss your due date. I am satisfied with the app and looking forward to more innovations. 🎊🎉🎈",2019-10-31 01:59:29,False,gcash,520020791,
RheanaEden,5,Amazing app,I’ve been a gcash user since day one globe launched it. And I must say having the app really makes my life a lot easier. Especially with the updates such as buying loads with promos and paying bills. How we wish that someday the app could run on a free data especially for globe subscribers. And a direct link from the app itself for customer support would be a great improvement...,2019-09-23 22:20:22,False,gcash,520020791,
ndajncjekjnsja,3,Loved the app but became disappointing these days!,"I am not able to cash in again using my VISA card and so I tried removing the card from my linked accounts then adding it back. Unfortunately, the card cannot be added successfully. It only keeps on deducting an amount less than P2 and since I keep on repeating it, I already lost around P5. I know it is a minimal amount, however, this is your app’s fault. I love your app but it has been unhelpful these days. Kindly fix this immediately. Thank you.",2019-09-28 14:41:46,False,gcash,520020791,
hwidiejheudidi,5,Very Efficient,"The app is very efficient! You can do anything starting from transferring funds to shopping online and paying thru different merchant! It has been the #1 app that I’ve been using since pre pandemic. Kudos to all analyst behind the app. Ya’ll did your best! Any updates are usually given thru fb page and if there is an error it usually last only 1-2hrs and then its all okay. Thankyou, Gcash! 🥰",2020-12-11 08:22:26,False,gcash,520020791,
sgsalcedo,5,Make it easy to manage your finances,"I super love this app !!! It’s very efficient and lets me open a savings account without going out , with this app i can transfer in any bank in just a minute , pay online , shop with QR thru  their debit and credit features. And what i really like is it help me to save money and gives cash back and it also help the environment to lessen our carbon footprint.",2019-11-19 07:50:38,False,gcash,520020791,
modernsopher,3,Making transactions fast but Failing during midmonth and month-ends,"Bank-gcash-another bank transaction has never been this convenient. As well as payment and reloading. Inconvenience happens when transactions are made during 14th-15th and 29th-30th of the month maybe due to high volume of users. And when transaction fails, it takes at most a week for the amount to be debited or for the transaction to proceed since there are some verifications/ticketing processes. Overall good app on many days. :)",2020-01-30 03:27:26,False,gcash,520020791,
FredericV,5,Best Finance App in Southeast Asia,"10/10 would recommend this app to anyone. Everyone should get on mobile money and GCash is the best to do it in Southeast Asia. App design is very simple and intuitive making it very easy to understand even for the not so tech savvy. GCash has multiple use cases that cater to your everyday needs from bills payment, buy load, booking movies and even merchant payments! Download it now!!!!!",2019-02-19 09:40:18,False,gcash,520020791,
KlydieKlyde,4,Rating,"Everything is great until you experience being in line, on the cashier updating the app, with people queuing behind you. Please allow users to have the option of updating or not. The app does not open unless it is updated which is a problem bc you won’t know it needs to be updated unless you open it. And you usually only open the app when you’re about to pay so 🤷🏽",2020-08-20 03:01:26,False,gcash,520020791,
seltiel,3,Services are great but app s buggy,"The services are great and convenient, but the convenience diminishes when some services in the app suddenly won’t work. For example, sometimes when I try to cash in via BPI and/or Paypal, it will say an error has occurred or that I’m logged into another device when I’m not. It’s annoying when you’re planning and expecting to use the services at a certain time and it’s not working. 

If those bugs get improved then this will be a perfect fintech app.",2019-09-11 03:14:09,False,gcash,520020791,
NoelBV,5,Convenient,"I have been a subscriber of the GCash for a long time and I find it really reliable and safe in all services it offers most especially in paying bills, buying load and sending money. It also comes with the movie transactions and I got a GCash MasterCard which made easier in purchasing items. GCash just makes life easier and I’m one of the satisfied customers.",2017-12-26 13:48:40,False,gcash,520020791,
sarcastic_retard,5,Adulting made easy,"I’m so glad to have discovered this app. I saved a lot of time paying my bills. I didn’t have to go to a bank to make deposits or transfer funds. Now in just less than 5 minutes I can make deposits, transfer funds, pay bills and save time and energy. This has helped me a lot. The convenience this app gives is so awesome! Thank you so much GCash!",2019-10-30 15:01:17,False,gcash,520020791,
jazuming,3,Needs improvement,"Gcash is a great app BUT if you tried buying something from app store but got declined and still got deducted, paying the internet but the internet itself didn’t received any payments or cashing out from an atm but didn’t received the money? It really got me thinking not to trust gcash with all the transactions. 2882 is always on hold and sending email takes a day.
Only upside on gcash is load rebates, the forest, book movies, save and invest.
Hoping for more improvements in the future.",2020-01-01 02:10:56,False,gcash,520020791,
icegfella1824,1,Total Nightmare,"I have been transacting all my finances thru gcash before it was smooth and works fine but eventually gcash system are always down, I have pending payment reversal of worth 8k I have been waiting for the refund almost 2months now and still I haven’t recieve any refund. E-mail support are useless! no sense of urgency I get reply 2-3 days after, they don’t even have a decent csr over the phone. Lastly I tried redeeming 1k investment from atram, atram paid successfully but gcash is down so another pending money waiting. This is a total nightmare! poor customer service and yet this is hard earned money put to waste!",2019-08-30 06:01:41,False,gcash,520020791,
casio-fx-991ES-plus,3,Bug in GCash Forest,"I have been transacting daily (above the minimum 100 pesos) but I don’t receive any green energy. This feature is one of the reasons why I consistently use this app. A lot of more users are even using this as well this quarantine. 

I submitted a ticket twice and followed up via email but GCash Support is not doing anything to resolve this. This is one your features, might as well do something to help users enjoy more using this and not just ignore tickets or issues raised.",2020-06-24 05:46:07,False,gcash,520020791,
kunz_1925,1,maybe 12th time to install the app. failed miserably. need I say more?,"Like what the title says, failed miserably. The app can’t accept special characters in the form for registration. So say, if you have an email account that use special characters like an underscore or a period, then you are outta luck. It happens that my email addresses contain such special characters. If Yahoo! and Gmail allows such special characters, why can’t the gcash allow it? Go figure! kakainis...waste of time! 

I used the same email addresses with “PayMaya” and “PayPal”...it works just fine...kakainis talaga, pa update update pa...ala rin pala...sayang lang bandwidth...waste of time and effort, quite frustrating....",2018-03-29 12:12:56,False,gcash,520020791,
MynardP,5,Actually pretty decent,"Not every system is perfect even though for a Finance app, it should be. But compared with other MOPs out there, this one’s relatively user-friendly, practical, and convenient. Haven’t experienced any bug, been using it for about 3 years. My only concern so far is about the transaction history. It takes about a day to get updated.",2020-12-11 15:26:42,False,gcash,520020791,
A Normal College Student,1,Gcash Isn't an Easy Way of Sending Money Anymore,"You should really add the option of Student's ID in the verification options, for as long as the student is in collegiate level. We need an easier method of paying as we grow older and be more of an adult, and Gcash just refuses to be cooperative. Especially in the Verifying Process, wherein most of your personnel don't even check the requirements properly and just click away if the pictures are even just a bit unclear, not knowing that the decision of theirs actually ruins someone's lives. Ugh! How disappointing to see you act like this. You're cancelled for me.",2020-10-23 09:05:51,False,gcash,520020791,
patgem,5,Fix Investment Feature,GCash! I love your app and all and I want to try the investment feature but there's a problem there. The checkbox where you willconfirm your payment at the end cannot be checked because it was past the screen. My phone screen is quite small. Please fix this! Thank you very much for making the best mobile wallet app!,2020-10-21 06:10:19,False,gcash,520020791,
Marvin T.,1,Unreliable,"App is so buggy. I could not save a bank account so I have to type bank details each time I would do a transaction. I also subscribed to Invest Money by putting some savings there. Now the functionality does not work. It gives me an error message when I click on it and I am not able to see my funds. I transferred money to a bank account which was never received. My money is floating out there somewhere. Worse, customer support could not help and kept telling me that their specialists are on it. Until now no resolution. I am a new customer and they totally screwed me.",2019-12-01 02:26:43,False,gcash,520020791,
lloydee-11,2,Few things to work on progress,"There are things that I have encountered upon experience. First is the sudden unavailability amount in buy load which is really disappointing because I often use it for loading. Second was the temporarily unavailable of GCash app itself without even notifying the owner like I mean all the users in general. And lastly was the unsuccessful transactions in such paying and buying loads but still deducted on my balance which is so mean. 
Please work on your progress to satisfy us as your users.",2021-05-24 12:01:00,False,gcash,520020791,
Nothing Is HIMpossible,2,Bills Payment for Philhealth,"This app is good and very convenient. I also hope to add Philhealth payment of premiums to the additional Biller. That would be very great if PHILHEALTH will be added to the BILLER on the next update of this app.

This app is really convenient but last May 22,2020 i made a Cash In transaction via my online RCBC linked on my gcash. The amount was not credited on my gcash account. I reported it immediately to Gcash but they told me that I should be the one to coordinate this concern to my bank. I relied on them but in the end the burden was on me. I really need that money.😭",2020-05-31 04:54:42,False,gcash,520020791,
no other options kasi,2,Good!,"Good app. 50% chance of successfully executing a transaction especially when it involves huge amounts. Very good cs support! It is voice automated, all thru out you need to call and ask globe to connect you to gcash cs in order to tall to a real person that can help you, otherwise you are in a limbo of never ending and no options in their hot line. The globe guy even recommended to use another globe number because when you hit the automated response, you can no longer get in touch with a real cs other than going thru globe cs or use a different number",2020-01-11 13:53:44,False,gcash,520020791,
[]{}#%^+=_\|~>€£¥,1,Unreliable application,"At first, you will be convinced to install and use the app because of its features displayed that you will see on the AppStore. But then, you will realize that you cannot rely on this app because it has a lot of problem. It took a long time before it answers my problem about the verification process.

It took a very long time after they answer my concerns about using this app and they just get all of your personal information and after a while, still you don’t have the actions you want to be resolved. They just keep on getting the information of the users just like what you will see on their Facebook pages (a lot of Facebook pages). But again, you will notice that they didn’t answered too their concerns. 

Maybe you can prove it on your own if you use the app. These are just what I’ve encountered recently. You can see and verify if these things are true. 

Thank you..",2019-09-08 02:51:15,False,gcash,520020791,
ichtusbro,5,Quite reliable,"Many tasks that I’m supposed to be doing in different places are now done with my fingers!! Transfer accounts, pay bills, borrow load, purchase airline tickets plus the investments and savings option!! Worked fine overseas, too!!

One thing I just want to add is the seamless use of credit and debit. Otherwise, it’s perfect traveling companion.",2019-09-01 06:43:08,False,gcash,520020791,
Reddja,1,PayPal claims,"These PayPal claims are starting to get ridiculous. I disputed two failed cash-ins within a few minutes of each other because they did not go through within 24 hours as they promised. It usually gets resolved within 24 hours but support is getting lazier. This time I’ve been counting almost 7 days before they can return the second failed cash-in because their support team is so dumb to return the amounts for 2 failed cash-ins within the same day. I will continue to give you low ratings until you fix your system, which will be never of course.",2019-06-25 13:04:04,False,gcash,520020791,
YvetteVDO,1,Could not cash in thru my debit card,"It used to work fine for me. I live outside the Philippines but I still have some bills to pay. And so having and using the Gcash app was really helpful and convenient — I simply just transfer money to my Ph bank account, top up my Gcash balance using my debit card, and pay my bills as usual. Until more than a month ago when I could no longer cash in. I also already contacted the customer service...twice!!! Both times, it took ages for them to respond and only to reply what seemed to be a standard response that was clearly not helpful at all 👎🏻",2019-05-12 17:55:49,False,gcash,520020791,
disapointedMe!!,1,Not Fully verified and charged twice for gcash mastercard,"I recently registered my globe number to gcash. First couple of transactions was successful until the last transaction! I was using sending money (send to bank opt.) but i couldn’t push through because it always says to fully verify my account. But everytime i try the system is always busy and have to try it later. What should i do? Lastly, i purchased their gcash mastercard, it was going all so well until the payment part. They charged me twice the fee of the gcash mastercard!! I contacted their costumer care, but they’re unresponsive!!! Please #GCASH #GLOBECOMPANY, fix this!!!",2019-02-01 01:06:42,False,gcash,520020791,"{'id': 7111007, 'body': ""Hi, we're sorry to hear about your concern. Please email us at support@gcash.com with the subject “App Store Prio Concern” so we can prioritize this. Kindly include your GCash mobile number, App Store username, and the details of your concern in the email. Thanks!"", 'modified': '2019-02-01T07:06:51Z'}"
1318ann,2,Why is simcard load no longer an option to buy load?,"What happened to the buying load system? Why is it that the regular load are not there anymore? You change it to overseas call promo, gaming, paytv,etc., its fine if you add these, but why did you remove the load for the simcard? I’ve loaded hundreds just to load my simcard only to find out that you already removed it. 

Could u please bring it back? Im pretty sure im not the only one angry about this.

Thank you for reading this. Please do bring it back on",2021-04-20 12:56:17,False,gcash,520020791,
ugufjyevjhdvmjdgkuge,1,Unbelievably stupid account migration,I do not understand the design for migrating the account to a new one. Mobile numbers will changed over time. Tying an account to a Mobile number is ridiculous. There should be an option to change the mobile number associated with the account as there are a lot of cases that would need one. Also logs and transactions as well as the gscore should also be transferrable and portable. Imagine if your phone was lost and you cannot access the other gcash account. And what if there is a loan to pay. What then? Also gsave should be transferrable. What a PITA.,2021-01-05 05:28:30,False,gcash,520020791,
Jann93019,1,Customer Service is Poor,"I had an incident when I did not receive the money I cashed-in through my registered card/bank. I would be using this to pay for an airline fee which requires payment within 24 hours.

All I could do is to email them and wait for their response. No customer service through call center are available. It’s been more than 24hrs since I reported it to their helpdesk and they would always say that they referred it to their Support Team.

I do not recommend this for money transactions especially for huge amount of money transfers.",2019-09-29 22:08:04,False,gcash,520020791,
Anvaya1027,1,Horrible Customer Care,"I’ve been a GCash user since 2018 and it was fine then. Customer Care was responsive. Now, it is a mess. It has been 4 days of trying to resolve a cash in transaction error and still no solution in sight. I have tried contacting them through Facebook, emails, and the phone. No response beyond the canned script. They are unable to update your complaint record properly and ask you to repeatedly submit info you’ve already provided many times. If you are using this app to send and receive money, there are other less stressful and reliable options.",2019-06-14 03:01:57,False,gcash,520020791,
Jharedsknaik,4,Convenient 👍,"Imagine the agony of having to wait for your funds to be deposited from PP to BDO. Took me 7 days to cash in! I was encouraged by my colleague to use GCash instead. Tried it today and it was soooooo smooth. I’m impressed. However, I read some reviews and I’m a little hesitant now to pay my bills using this app moving forward since there are lots of negative reviews. I hope I won’t experience it. Please improve your cx service 😣",2019-04-26 14:30:39,False,gcash,520020791,
😵 crash,2,Inconvenient to provess MPIN,"I forgot my MPIN and i was told by your email support operator that they cannot process due to the incorrect/incomplete details. You know what? the reason I wasn’t able to open my account is “I FORGOT MY MPIN”. I don’t have any balance available on my account. But I want to use it now, I want my account to be associated with my contact number which I’m Using for a long time. And you make it so hard for me to recover it, I don’t know what else you need, but I’m telling you all of the details I have sent to you are all true and correct.",2020-01-16 13:37:07,False,gcash,520020791,
Seaweedbrainy,3,(For GCForest) GCash doesn’t connect to Health App after latest update,"I really love the GCForest feature and I need need GCash app to connect to the Health app, however, after update, there is no longer a pop-up message that will allow the app permissions to read data from the Health app. Please have a fix for this asap, it’s kinda frustrating not getting your walks counted for the day. Or better yet, have a manual setting on the GCForest that will allow the Health app to provide data for green energy.",2019-11-22 10:10:46,False,gcash,520020791,
Haishitemasu,3,Buggy,"-Requested for last month’s transaction history via app but the pdf copy I received via email contains NOTHING (Please fix this ASAP)
-Happened to me few times: Cash-in via debit card was deducted from my bank account in real time but was not credited to my GCash account right away. Only credited after several days and after several follow ups from GCash support and my bank
-Hassle to link debit cards. I tried multiple times before I successfully linked my cards.
-Bank transfers are sometimes unsuccessful due to some random error. (Not exceeded transaction limit) It just won’t push through. Then after few days, it works again.

Other cons:
-Low transaction limit (100k only)
-Poor customer service

Pros:
-Free bank transfer
-Load rebates
-Wide array of bills payment merchants
-Promos",2019-07-10 12:18:54,False,gcash,520020791,
Medz16,5,Better than others; Add more billers,"I just hope to be able to use GCash App on a desktop PC. Or a web-based portal maybe.

Also, you might want to include more billers especially Tanay Rural Bank, because they are active in loans. 

And last but not the least, please improve your call center services. The people there cant do anything but say their opening greeting.",2018-07-31 06:22:14,False,gcash,520020791,
Physiotherapist1,4,Slightly not safe,"May I know what are the other ways we can access our gcash account if ever our phone was stolen together with the simcard we used? I hope for the next update we can access it through our gmail or there are recovery options where the OTP will be sent. Because if we lost our phone, there will be no other way to access our gcash account. Thank you",2021-05-27 14:59:34,False,gcash,520020791,
vinceocc,1,Find another FinTech to use,"GCash is really not your go-to for fast transactions, if you want to transfer from GCash to your bank? It takes 5 days, imagine. The year is 2021 and most transactions are done online, then you're using GCash which takes 5days for a transaction to be fulfilled. Unless its GCash to GCash then its instant, they don't even have proper customer service. Need help? Just write it down and we'll come back to you when we feel like it hehe. Oh, you sent 500pesos to your kid for his food? Let him wait 3-5 banking days for it to reflect on his account. Thank you, and have a nice day!",2021-05-10 06:55:51,False,gcash,520020791,
Lloydfreelinks,2,My cash in last december 10 not credited!!!!,I am so dissapointed!!! I made a transaction last december amounting 100 pesos in 7/11!! The transaction did go through!! And i made all my load transaction via gcash i still have my receipt!!! I will file report it to BSP if the transaction I recently noticed it because the 100 pesos was still not there!! And i cash in today at palawan express where i suffered from waiting on long lanes!! RISKING MY LIFE AMIDST THIS PANDEMIC!!! The only convenience was 7/11 cash in but 7/11 always not online when i came so i came to palawan express!!!,2020-12-11 11:52:00,False,gcash,520020791,
ajorichi,3,Save money,"I’ve been wondering, for the past few days I’ve been trying to open the save money service however, no matter how many times i tried it always says “oops there is a problem”. I tried to open the other services and they are accessible only the save money. I hope there is someone that could at least explain the situation of the app, or if there are malfunctions a notice should be sent perhaps.",2020-12-29 01:19:09,False,gcash,520020791,
loulauv,4,G Cash Review,"The gcash app made everything convenient for me. However, there were several times I encountered errors when trying to make transactions. I believe though that gcash is continously updgrading to fix this bugs! 
One example is the ""buy load"" feature, When I try to load promo, I can't proceed to the next step. I can only buy regular load. Hope this could be fixed. Thanks :)",2019-02-13 07:21:22,False,gcash,520020791,
Tamparong23,4,Upgrade for a more banking interface..,"Convinience is in my hand as I can pay bills, pay grocery (and any counter that accepts the QR), cash in/out, send money (yet to try), and most especially, bank transfer - so far, with ZERO (0.00) fee.

In the next upgrade, please allow us to save bank account details of our frequent/new bank account owner. So that, we can avoid typo error as we key in the account numbers.",2019-02-12 14:05:01,False,gcash,520020791,"{'id': 7270720, 'body': 'Hi Tamparong, thanks for your feedback! Your suggestion is noted and we will raise this to our development team.', 'modified': '2019-02-13T04:50:13Z'}"
Ohsomckey,1,Verification Not working!!!!!!!!,"I was fully verified and after 1 week of not using gcash i got semi verified, I followed the link to get verified in messenger but nothing happens. Worst app ever. Download at your own risk. Do not use gcash!! This is a scam. They get your personal information for nothing. They keep a track of your records. Sadly I linked my bank account in my gcash account. They are getting all your personal information for scamming people. Their verification is useless. After you submitted all your information, they will change your account. So upset using gcash! Again this is a piece of trash! Do not trust Globe ever!!!!!!!!!!!!!",2018-12-14 18:39:18,False,gcash,520020791,"{'id': 6436165, 'body': ""Hi, Ohsomckey! We're sorry for the experience. Can you tell us more about it at m.me/gcashverify together with your GCash-registered mobile number for us to check your concern? Thank you!"", 'modified': '2018-12-18T07:42:08Z'}"
Glaedr83,1,Downgraded my account yo semi-verify. Asked me to very again but you won’t reply to messages.,"I used to be able to send money to other banks and to cash in using my master card but after the update my account was downloaded to semi-verified. It was inconvenient but okay. However, when I tried to verify my account, I was redirected to Jian Gcash. I tried sending message and calling but no reply. I’ve been waiting for a repy for 2 months already! If you’ll force me to verify and redirect me to messenger, at least read my messages. I used to tell my friends that GCash is better than Paymaya but now I’m not sure. 😡😡😡😡",2018-12-12 05:31:27,False,gcash,520020791,"{'id': 6458648, 'body': ""Hi there! We're sorry for the inconvenience. Can you send us a PM at m.me/gcashverify together with your GCash-registered mobile number so we can check your verification status? Thank you."", 'modified': '2018-12-19T10:06:02Z'}"
hussien93,1,Real Time System Fault - Missing GCredits,"My gcash transfer (P500) to grabpay was not grab credited but auto debited on balance without record on the “history section”. Neither hotline,  app, customer social media channels could fix the issue ~ no response. ESP., the hotline (2882), I was on hold for almost 1 hour without any receiver to accept the call after the “taxing” keypad instructions for more than once.
The gcash credit returned but no updated record on the “history section” after 3 days. 
Pls. fix bugs on gcash app but I prefer that the real time system response is within “reasonable” lead time since real cash is involved.",2018-07-30 12:11:29,False,gcash,520020791,
~elise.k,1,WORST CUSTOMER SERVICE,"1. Their hotline isn’t working at all. 
2. I submitted a ticket about my concern since mistakenly I put the wrong number when I was cashing in at midnight, no response. 
3. The very next day, I tried to use their chat support but to no avail. All the agent did is to collect the info, and made a report, submit a ticket, which I already did the night before. Nothing really gets resolved in the chat support. 😡 

FYI, I tried to call the number that I mistakenly put in the money but the number seems to be not in use. But GCash customer service seems not to care abt the urgency to solve any problem. Hell, I doubt if they will even try. 

I’ve read a lot of feedbacks about this app and how useless their customer service is already. So, if you’re planning to use this app, think twice or thrice. Coz you’ll never get a customer support for ang of your concerns may it be system glitch or whatsoever.",2021-03-23 02:02:28,False,gcash,520020791,
hynanice,3,Gcash help center,"Takes forever to verify your account when you ask for their assistance. Too many email exchange going on when they can actually ask for what’s missing in just 1 email. Time wasting seeking for assistance from Gcash support. 👎🏼👎🏼
 I don’t have any problem when I was using Gcash with my previous number but when I changed my number and has to be verified again really frustrating 😒 I hope they can resolve the soonest.",2020-10-13 02:59:31,False,gcash,520020791,
FabKG,3,Unable to Cash-In anymore,"Hello Developers, everything was working fine with the app until I updated it to 5.2. I was not able to cash in via debit card properly anymore, now it always says “please contact support” for assistance. Emailed support, tried their basic troubleshooting (uninstall/install) but the error remained. Hope it gets fixed soon. The app is great and convenient, however with these frequent errors and glitches, it loses its purpose.",2019-09-28 08:13:49,False,gcash,520020791,
Gutter Pillar,3,Suggestion,"I hope there would be automatic debit or scheduled payment. Also why can’t I save my credit card as a favorite biller? And is there no easier way to pay for meralco which does not include typing the really long barcode number specific to that month’s bill? 

Please make bill payments easier and more intuitive. It tends to get annoying when there are lots of numbers to input all the time. Mistakes could be made.",2020-03-04 12:26:04,False,gcash,520020791,
David_2018_2050,1,Customer service needs improvement,"The service is no good. I have been trying to set it up to use GCash for about half year now, but no luck on that. Requested help from GCash, the only help I could get is through Facebook instructions which doesn’t help at all. I went to GCash office in bgc, only able to find out that office only opens during weekdays.  I do hope GCash can call me and have my GCash account set up so I can use it. 
Just in case someone from GCash calls me, here is the problem: my account is locked.  And I need to reset my password, the password I am using doesn’t work anymore.",2018-12-15 05:40:46,False,gcash,520020791,"{'id': 6433046, 'body': 'Hi, David! Kindly dial 2882, send us a PM at m.me/gcashcare or send us an email at support@gcash.com together with your GCash-registered mobile number for us to give you a temporary MPIN for MPIN reset. Thank you.', 'modified': '2018-12-18T04:57:29Z'}"
midnayyyyyttttttttt,2,I don’t know what to do,"Okay naman yung gcash at first even though di ka pa fully verified noon but in this month lang nag bago na siya, you have to get semi-fully verified para magamit yung mga transfer or express send. Di naman ganyan noon, And now?  i dont know what to do, nakapag cash in ako ng pera ko sa gcash kase i will make a transaction kaso ipapa register daw ako sa fully verified. I tried to click get fully verified kaso biglang eexit yung app. They give the transaction hours kaso di parin nag wowork. And i dont know what to do kase express send yung gagamitim ko and at may babayarin ako through gcash. Kung alam ko lang at first di ko nalang sana kinash in yung pera ko. Problema ko ngayon kung pano ko maibalik yung money ko.",2020-05-07 01:13:50,False,gcash,520020791,
Antonet15,2,Fix My Account Please!,"Hi Gcash I want to report some issue . I am a student and want to have gcash account for important reason. I want to verify my account but everytime I do verification there's always pop up ""It seems problem here please try again"" until I reached your maximum attempt and then it says there that ""we will back to you soon"" I really need it for important reason. Please I need your help fix my account as soon as possible. Sorry for the 2 star rate I’ll promise I will rate it by 5 after you fix my account",2020-04-21 10:07:59,False,gcash,520020791,
jeil skaolnwgksksjd,1,0 star,0 star if there’s a choice. I’ve been using this app for more than 2 years now but I have experienced multiple concerns specially with cash-in and withdraw with the ATM and I had enough. The latest issue that I had is for a cash in transaction that was debited from my bank but was not credited to my Gcash (this is not the first time) but this transaction is from Dec. 2019 and up until now it’s still being reviewed by their “specialized” team. Almost 2 months now and counting and I swear once I got my money back I will never use you again. BTW your customer support is useless!,2020-01-30 14:29:38,False,gcash,520020791,
gayleemae,3,Can’t choose amount to pay,"I like this app because of easier transactions when paying bills, buying loads and because of rebates, but now, since after the update I can’t type an amount to pay (tried paying metrobank and smart bills)it only shows 10pesos i tried confirming but shows an error message that amount should be enter, but there wasn’t a text field available for the amount. Please fix",2018-11-13 00:11:45,False,gcash,520020791,
NKO Manila,1,Not happy,"I’ve been using the app for a few days, so far the only thing I’ve successfully accomplished is registering. I’ve tried linking my ATM to the app but the system is making errors in my card’s expiry date. I’ve registered my card on November 15 and the system generated my expiry date as 11/15.  I tried registering the same card again, this time on November 16. The new expiry date of my card is now 11/16. On both tries, I’ve registered my expiry date as 11/21. And have now been charged twice for registering the same card. 

Not happy with GCash. Try looking for better service elsewhere.",2019-11-16 04:37:35,False,gcash,520020791,
mhars_0312,5,GCash for Every Juan,"I am a GCash user since 2010. And now that this app is available, my life became more easier and convenient. I dont have to leave the house to pay my bills, deposit money in bank, buy load at the store and many more. Imagine I can do all of these by simply tapping my phone. Also, GCash helps me to earn much by investing and saving to them.",2019-09-20 08:44:46,False,gcash,520020791,
TWD seeker,5,Very Reliable App!,"As a online payment platform or i will say more than that because it has a useful feature of transferring money to my bank accounts, i would like to say thank you. We are nearing to the online future that no one will be queing to the Payment Departments. I am just hoping to extend the wallet capacity of the verified accounts.",2019-07-11 07:01:14,False,gcash,520020791,
drlnbc,3,What happened?,"The app was useful before the recent 2 updates happened, I didn't received any green energy for my bills payment transactions, and it happened twice (those 2 days had 5 transactions each). I already inquired it thru live chat, email, and call, but nothing resolves it. I love the gforest feature but it is so hard to earn the green energy because of what's happening.

Already raised this a couple of times. Baka naman gusto niyo po ireflect na yung mga energy na di niyo binigay? 🙃",2019-12-08 14:07:57,False,gcash,520020791,
IAmRax,1,Not cool,"Not cool at all for Globe to force their customers to create a GCash account. I tried to pay my Globe Postpaid Account using my debit and credit card as what I have been doing for the past years. And then for the first time ever, I got an error message saying that they are currently not accepting payments through debit and credit card transactions. You are full of bull Globe! So we are left with a choice to brave the pandemic and fall in line through one of your branches or create a GCash account to those who do not have one. One star for you and I’ll even give 0 stars if possible.",2020-06-25 04:52:50,False,gcash,520020791,
Ayakagin,1,Worthless,"I downloaded this app and registered last Monday but I was not able to link any bank accounts. The live chat support are worthless and dont know how to trouble shoot the issue. We kept on going in circles, asking for the same information where its transcribed on the chat logs. I was told they updated the app today so fix the issue, guess what, no updates came and where back to square one asking for the same information!! Such a waste of time. I tried to make things work for a week but I had given up. This is a crappy service.",2020-01-02 08:15:18,False,gcash,520020791,
